                  20,00000000000000000000000000000011,0,0
                  40,00110101001101010011010100110101,0,0
                  60,11101100111011001110110011101100,0,0
                  80,11111111111111111111111111111111,0,0
                 100,01111111111111111111111111111111,0,0
                 120,11111111111111111111111111111110,0,1
                 140,00000000000000000000000000000000,1,0
                 160,00010011000100110001001100010100,0,1
